id_processo,status,area,assunto,vara,data_hora,controle,incidente,processo_principal,recebido_em,processo,cdp,digital,classe,distribuicao,juiz,local_fisico,execucao_de_sentenca,erro,valor_da_acao,outros_numeros,dados_da_precatoria,outros_assuntos,apensado_ao,acao_incidental,cdas,entranhado_ao
0059572-92.2011.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,08/01/2014 as 17:17,2011/000371,Impugnacao de Credito (0000602-94.2014.8.26.0100) Extinto,0059572-92.2011.8.26.0100,08/01/2014 as 17:17 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0059572-92.2011.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"6.095,55",NA,NA,NA,NA,NA,NA,NA
0059572-92.2011.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,08/01/2014 as 17:25,2011/000371,Impugnacao de Credito (0000604-64.2014.8.26.0100) Extinto,0059572-92.2011.8.26.0100,08/01/2014 as 17:25 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0059572-92.2011.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"29.922,72",NA,NA,NA,NA,NA,NA,NA
0227699-66.2006.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,12/01/2016 as 13:23,2006/000637,Impugnacao de Credito (0000635-16.2016.8.26.0100) Extinto,0227699-66.2006.8.26.0100,12/01/2016 as 13:23 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0227699-66.2006.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"R$ 39.537,25",NA,NA,NA,NA,NA,NA,NA
0059572-92.2011.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,12/01/2016 as 13:41,2011/000371,Impugnacao de Credito (0000638-68.2016.8.26.0100),0059572-92.2011.8.26.0100,12/01/2016 as 13:41 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0059572-92.2011.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"43.506,58",NA,NA,NA,NA,NA,NA,NA
0171221-33.2009.8.26.0100,,Civel,Administracao judicial,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,06/01/2011 as 13:56,2009/000238,Impugnacao de Credito (0000650-58.2011.8.26.0100) Extinto,0171221-33.2009.8.26.0100,06/01/2011 as 13:56 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0171221-33.2009.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"67.235,21",NA,NA,NA,NA,NA,NA,NA
0006202-38.2010.8.26.0100,,Civel,Administracao judicial,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,06/01/2011 as 14:05,2010/000044,Impugnacao de Credito (0000653-13.2011.8.26.0100) Extinto,0006202-38.2010.8.26.0100,06/01/2011 as 14:05 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0006202-38.2010.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"650.251,32",NA,NA,NA,NA,NA,NA,NA
1093571-43.2016.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,14/11/2017 as 11:26,2016/000663,Impugnacao de Credito (0000656-21.2018.8.26.0100) Extinto,1093571-43.2016.8.26.0100,14/11/2017 as 11:26 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1093571-43.2016.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0006202-38.2010.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,12/01/2016 as 15:27,2010/000044,Impugnacao de Credito (0000665-51.2016.8.26.0100) Extinto,0006202-38.2010.8.26.0100,12/01/2016 as 15:27 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0006202-38.2010.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"R$ 86.940,51",NA,NA,NA,NA,NA,NA,NA
0006202-38.2010.8.26.0100,,Civel,Administracao judicial,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,12/01/2016 as 15:46,2010/000044,Impugnacao de Credito (0000669-88.2016.8.26.0100),0006202-38.2010.8.26.0100,12/01/2016 as 15:46 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0006202-38.2010.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"R$ 788.793,06",NA,NA,NA,NA,NA,NA,NA
0197057-42.2008.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,12/01/2016 as 16:07,2008/000322,Impugnacao de Credito (0000674-13.2016.8.26.0100) Extinto,0197057-42.2008.8.26.0100,12/01/2016 as 16:07 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0197057-42.2008.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"61.655,30",NA,NA,NA,NA,NA,NA,NA
0141245-78.2009.8.26.0100,,Civel,Administracao judicial,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,06/01/2011 as 17:17,2009/000126,Impugnacao de Credito (0000695-62.2011.8.26.0100) Extinto,0141245-78.2009.8.26.0100,06/01/2011 as 17:17 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0141245-78.2009.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"760.343,37",NA,NA,NA,NA,NA,NA,NA
0141245-78.2009.8.26.0100,,Civel,Administracao judicial,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,06/01/2011 as 17:21,2009/000126,Impugnacao de Credito (0000698-17.2011.8.26.0100) Extinto,0141245-78.2009.8.26.0100,06/01/2011 as 17:21 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0141245-78.2009.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"8.112,56",NA,NA,NA,NA,NA,NA,NA
0141245-78.2009.8.26.0100,,Civel,Administracao judicial,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,06/01/2011 as 17:27,2009/000126,Impugnacao de Credito (0000701-69.2011.8.26.0100) Extinto,0141245-78.2009.8.26.0100,06/01/2011 as 17:27 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0141245-78.2009.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"2.860,32",NA,NA,NA,NA,NA,NA,NA
0141245-78.2009.8.26.0100,,Civel,Administracao judicial,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,06/01/2011 as 17:31,2009/000126,Impugnacao de Credito (0000703-39.2011.8.26.0100) Extinto,0141245-78.2009.8.26.0100,06/01/2011 as 17:31 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0141245-78.2009.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"3.500,00",NA,NA,NA,NA,NA,NA,NA
0141245-78.2009.8.26.0100,,Civel,Administracao judicial,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,06/01/2011 as 17:50,2009/000126,Impugnacao de Credito (0000705-09.2011.8.26.0100) Extinto,0141245-78.2009.8.26.0100,06/01/2011 as 17:50 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0141245-78.2009.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"9.530,20",NA,NA,NA,NA,NA,NA,NA
1050977-09.2019.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,08/01/2020 as 11:50,2019/002849,Exibicao de Documento ou Coisa Civel (0000727-52.2020.8.26.0100),1050977-09.2019.8.26.0100,08/01/2020 as 11:50 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1050977-09.2019.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0021834-70.2011.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,13/01/2016 as 10:54,2011/000138,Impugnacao de Credito (0000729-61.2016.8.26.0100) Extinto,0021834-70.2011.8.26.0100,13/01/2016 as 10:54 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0021834-70.2011.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"16.072,50",NA,NA,NA,NA,NA,NA,NA
0198196-97.2006.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,13/01/2016 as 11:45,2006/000506,Impugnacao de Credito (0000745-15.2016.8.26.0100),0198196-97.2006.8.26.0100,13/01/2016 as 11:45 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0198196-97.2006.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"263.279,84",NA,NA,NA,NA,NA,NA,NA
0255180-67.2007.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,13/01/2016 as 12:09,2007/000480,Impugnacao de Credito (0000751-22.2016.8.26.0100),0255180-67.2007.8.26.0100,13/01/2016 as 12:09 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0255180-67.2007.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"31.818,21",NA,NA,NA,NA,NA,NA,NA
0000754-16.2012.8.26.0100,,Civel,Usucapiao Ordinaria,2ª Vara de Registros Publicos - Foro Central Civel,19/01/2012 as 13:42 - Livre,2012/000263,NA,NA,NA,0000754-16.2012.8.26.0100,NA,FALSE,Usucapiao,19/01/2012 as 13:42 - Livre | 2ª Vara de Registros Publicos - Foro Central Civel,Vivian Labruna Catapani,22/01/2020 00:00 - Prazo - pz 29/2/20,NA,NA,"R$ 54.202,00",50/12,NA,NA,NA,NA,NA,NA
0255180-67.2007.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,13/01/2016 as 12:23,2007/000480,Impugnacao de Credito (0000754-74.2016.8.26.0100),0255180-67.2007.8.26.0100,13/01/2016 as 12:23 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0255180-67.2007.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000786-76.2015.8.26.0177,,Civel,Empresas,2ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,04/04/2016 as 11:52 - Livre,2016/000224,NA,NA,NA,0000786-76.2015.8.26.0177,NA,TRUE,"Falencia de Empresarios, Sociedades Empresariais, Microempresas e Empresas de Pequeno Porte",04/04/2016 as 11:52 - Livre | 2ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,PAULO FURTADO DE OLIVEIRA FILHO,NA,NA,NA,"R$ 156.592,80",NA,NA,NA,NA,NA,NA,NA
0156673-03.2009.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,12/01/2015 as 13:00,2009/000189,Habilitacao de Credito (0000789-68.2015.8.26.0100),0156673-03.2009.8.26.0100,12/01/2015 as 13:00 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0156673-03.2009.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"1.800.000,00",NA,NA,NA,NA,NA,NA,NA
0100082-89.2007.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,12/01/2015 as 13:09,2007/000001,Impugnacao de Credito (0000793-08.2015.8.26.0100),0100082-89.2007.8.26.0100,12/01/2015 as 13:09 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0100082-89.2007.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"4.079,11",NA,NA,NA,NA,NA,NA,NA
0014037-77.2010.8.26.0100,,Civel,Administracao judicial,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,07/01/2011 as 12:38,2010/000107,Impugnacao de Credito (0000796-02.2011.8.26.0100) Extinto,0014037-77.2010.8.26.0100,07/01/2011 as 12:38 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0014037-77.2010.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"R$ 417.151,72",NA,NA,NA,NA,NA,NA,NA
0026467-56.2013.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,09/01/2014 as 12:11,2013/000070,Impugnacao de Credito (0000811-63.2014.8.26.0100) Extinto,0026467-56.2013.8.26.0100,09/01/2014 as 12:11 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0026467-56.2013.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"8.396,25",NA,NA,NA,NA,NA,NA,NA
0026467-56.2013.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,09/01/2014 as 12:16,2013/000070,Impugnacao de Credito (0000817-70.2014.8.26.0100) Extinto,0026467-56.2013.8.26.0100,09/01/2014 as 12:16 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0026467-56.2013.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"9.000,00",NA,NA,NA,NA,NA,NA,NA
0026467-56.2013.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,09/01/2014 as 12:20,2013/000070,Impugnacao de Credito (0000819-40.2014.8.26.0100) Extinto,0026467-56.2013.8.26.0100,09/01/2014 as 12:20 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0026467-56.2013.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"2.174,71",NA,NA,NA,NA,NA,NA,NA
0348960-90.2009.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,14/01/2016 as 10:51,2009/000450,Impugnacao de Credito (0000822-24.2016.8.26.0100),0348960-90.2009.8.26.0100,14/01/2016 as 10:51 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0348960-90.2009.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"20.052,86",NA,NA,NA,NA,NA,NA,NA
0026467-56.2013.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,09/01/2014 as 12:32,2013/000070,Impugnacao de Credito (0000829-84.2014.8.26.0100) Extinto,0026467-56.2013.8.26.0100,09/01/2014 as 12:32 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0026467-56.2013.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"6.880,00",NA,NA,NA,NA,NA,NA,NA
0026467-56.2013.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,09/01/2014 as 12:35,2013/000070,Impugnacao de Credito (0000833-24.2014.8.26.0100) Extinto,0026467-56.2013.8.26.0100,09/01/2014 as 12:35 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0026467-56.2013.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"11.000,00",NA,NA,NA,NA,NA,NA,NA
0011857-54.2011.8.26.0100,,Civel,Autofalencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,14/01/2016 as 11:44,2011/000077,Impugnacao de Credito (0000842-15.2016.8.26.0100),0011857-54.2011.8.26.0100,14/01/2016 as 11:44 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0011857-54.2011.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"3.672,54",NA,NA,NA,NA,NA,NA,NA
0026467-56.2013.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,09/01/2014 as 12:47,2013/000070,Impugnacao de Credito (0000842-83.2014.8.26.0100) Extinto,0026467-56.2013.8.26.0100,09/01/2014 as 12:47 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0026467-56.2013.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"2.506,68",NA,NA,NA,NA,NA,NA,NA
0059572-92.2011.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,09/01/2014 as 13:54,2011/000371,Habilitacao de Credito (0000862-74.2014.8.26.0100),0059572-92.2011.8.26.0100,09/01/2014 as 13:54 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0059572-92.2011.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0138135-42.2007.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,14/01/2016 as 15:06,2007/000155,Impugnacao de Credito (0000872-50.2016.8.26.0100) Extinto,0138135-42.2007.8.26.0100,14/01/2016 as 15:06 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0138135-42.2007.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"3.855,91",NA,NA,NA,NA,NA,NA,NA
0138135-42.2007.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,14/01/2016 as 15:18,2007/000155,Impugnacao de Credito (0000873-35.2016.8.26.0100),0138135-42.2007.8.26.0100,14/01/2016 as 15:18 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0138135-42.2007.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"R$ 254.741,20",NA,NA,NA,NA,NA,NA,NA
0000927-22.2011.8.26.0279,Extinto,Civel,Indenizacao por Dano Moral,1ª Vara - Foro de Itarare,04/03/2011 as 16:51 - Livre,2011/000301,NA,NA,NA,0000927-22.2011.8.26.0279 (279.01.2011.000927) Extinto,NA,FALSE,Procedimento Comum Civel,04/03/2011 as 16:51 - Livre | 1ª Vara - Foro de Itarare,JOCIMAR DAL CHIAVON,28/01/2020 00:00 - Arquivo do Cartorio - Caixa 004 - Ag. Retirada Iron,NA,NA,"R$ 50.000,00",0000927-22.2011.8.26.0279,NA,NA,NA,NA,NA,NA
0000928-06.2009.8.26.0108,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,15/06/2019 as 09:31 - Livre,2019/003188,NA,NA,NA,0000928-06.2009.8.26.0108,NA,TRUE,Recuperacao Judicial,15/06/2019 as 09:31 - Livre | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"R$ 10.000,00","108.01.2009.000928, 0002393-97.2020.8.26.0000",NA,NA,NA,NA,NA,NA
1068954-53.2015.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,07/01/2016 as 18:48,2015/000206,Impugnacao de Credito (0000947-89.2016.8.26.0100),1068954-53.2015.8.26.0100,07/01/2016 as 18:48 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1068954-53.2015.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0051086-41.1999.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,13/01/2012 as 13:03,2008/000042,Habilitacao de Credito (0000948-16.2012.8.26.0100) Extinto,0051086-41.1999.8.26.0100,13/01/2012 as 13:03 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0051086-41.1999.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000968-61.2010.8.26.0137,,Civel,Dissolucao,Vara Unica - Foro de Cerquilho,06/04/2010 as 16:11 - Livre,2010/000532,NA,NA,NA,0000968-61.2010.8.26.0137 (137.01.2010.000968),NA,FALSE,Dissolucao e Liquidacao de Sociedade,06/04/2010 as 16:11 - Livre | Vara Unica - Foro de Cerquilho,ALEXANDRE CHIOCHETTI FERRARI,17/02/2020 00:00 - Mesa do Escrevente - MESA 20 - 17/02/2020,NA,NA,"R$ 138.236,00",0000968-61.2010.8.26.0137,NA,NA,NA,NA,NA,NA
0147254-61.2006.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,13/01/2015 as 13:36,2006/000263,Impugnacao de Credito (0000970-69.2015.8.26.0100) Extinto,0147254-61.2006.8.26.0100,13/01/2015 as 13:36 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0147254-61.2006.8.26.0100,NA,TRUE,NA,NA,NA,NA,NA,NA,"55.000,00",NA,NA,NA,0030200-98.2011.8.26.0100,NA,NA,NA
0000984-24.2013.8.26.0100,,Civel,Prestacao de Servicos,18ª Vara Civel - Foro Central Civel,11/01/2013 as 09:37 - Livre,2013/000088,NA,NA,NA,0000984-24.2013.8.26.0100,NA,FALSE,Procedimento Comum Civel,11/01/2013 as 09:37 - Livre | 18ª Vara Civel - Foro Central Civel,Gisele Valle Monteiro da Rocha,24/01/2019 00:00 - Cartorio - Ag. julgamento CX. 21,NA,NA,"R$ 50.000,00",NA,NA,NA,NA,NA,NA,NA
1001088-62.2014.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,12/01/2015 as 15:52,2014/000005,Impugnacao de Credito (0000992-30.2015.8.26.0100) Extinto,1001088-62.2014.8.26.0100,12/01/2015 as 15:52 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1001088-62.2014.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0188041-64.2008.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,12/01/2017 as 11:54,2008/000298,Habilitacao de Credito (0001004-73.2017.8.26.0100),0188041-64.2008.8.26.0100,12/01/2017 as 11:54 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0188041-64.2008.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0138135-42.2007.8.26.0100,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,13/01/2012 as 14:49,2007/000155,Impugnacao de Credito (0001012-26.2012.8.26.0100),0138135-42.2007.8.26.0100,13/01/2012 as 14:49 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0138135-42.2007.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"R$ 43.024,36",NA,NA,NA,NA,NA,NA,NA
1071548-40.2015.8.26.0100,,Civel,Autofalencia,2ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,10/12/2015 as 10:57,2015/000232,Habilitacao de Credito (0001020-61.2016.8.26.0100),1071548-40.2015.8.26.0100,10/12/2015 as 10:57 | 2ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1071548-40.2015.8.26.0100,NA,TRUE,NA,NA,PAULO FURTADO DE OLIVEIRA FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1025736-09.2014.8.26.0100,,Civel,Inadimplemento,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,09/11/2017 as 11:56,2014/000068,Habilitacao (0001041-66.2018.8.26.0100) Extinto,1025736-09.2014.8.26.0100,09/11/2017 as 11:56 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1025736-09.2014.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116681-42.2014.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,09/01/2018 as 14:46,2014/000266,Restituicao de Coisa ou Dinheiro na Falencia do Devedor Empresario (0001048-58.2018.8.26.0100) Extinto,1116681-42.2014.8.26.0100,09/01/2018 as 14:46 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1116681-42.2014.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010111-27.2014.8.26.0037,,Civel,Recuperacao judicial e Falencia,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,14/01/2015 as 11:03,2014/000200,Impugnacao de Credito (0001069-39.2015.8.26.0100) Cancelado,1010111-27.2014.8.26.0037,14/01/2015 as 11:03 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,1010111-27.2014.8.26.0037,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0020795-04.2012.8.26.0100,,Civel,Concurso de Credores,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,18/01/2016 as 11:45,2012/000127,Impugnacao de Credito (0001100-25.2016.8.26.0100) Extinto,0020795-04.2012.8.26.0100,18/01/2016 as 11:45 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0020795-04.2012.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"R$ 18.728,63",NA,NA,NA,NA,NA,NA,NA
0020795-04.2012.8.26.0100,,Civel,Administracao judicial,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,18/01/2016 as 11:56,2012/000127,Impugnacao de Credito (0001105-47.2016.8.26.0100) Extinto,0020795-04.2012.8.26.0100,18/01/2016 as 11:56 | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,0020795-04.2012.8.26.0100,NA,TRUE,NA,NA,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"R$ 400,00",NA,NA,NA,NA,NA,NA,NA
