tipo_andamento,classe,num_processo,link,relator,data_autuacao,data_baixa,meio_processo,grupo_origem,assunto_completo,com_pedido_vista,merito_pendente,ramo_direito,em_tramitacao,qtd_processos
recebido,Inq,3545,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4320811,-,18/10/2012,24/09/2015,Físico,Originária,1 - DIREITO PROCESSUAL PENAL || INVESTIGAÇÃO PENAL,Não,Não,DIREITO PROCESSUAL PENAL,Não,1
recebido,Inq,3553,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4331216,-,12/11/2012,25/02/2013,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DE RESPONSABILIDADE,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3555,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4331926,-,13/11/2012,04/11/2014,Físico,Originária,1 - DIREITO PENAL || CRIMES CONTRA A HONRA || CALÚNIA,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3558,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4333281,-,19/11/2012,31/05/2013,Físico,Originária,"1 - DIREITO PENAL || CRIMES CONTRA O PATRIMÔNIO || OUTRAS FRAUDES2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO || ATOS ADMINISTRATIVOS || IMPROBIDADE ADMINISTRATIVA",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3562,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4335122,-,21/11/2012,18/08/2016,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DE TRÂNSITO,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3563,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4335127,-,21/11/2012,20/03/2014,Físico,Originária,"1 - DIREITO PENAL || CONTRAVENÇÕES PENAIS2 - DIREITO PENAL || CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL || CORRUPÇÃO ATIVA",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3564,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4337217,-,22/11/2012,03/11/2014,Físico,Originária,"1 - DIREITO PENAL || CRIMES CONTRA A ORGANIZAÇÃO DO TRABALHO || ALICIAMENTO DE TRABALHADORES DE UM LOCAL PARA OUTRO DO TERRITÓRIO NACIONAL2 - DIREITO PENAL || CRIMES CONTRA A ORGANIZAÇÃO DO TRABALHO || FRUSTRAÇÃO DE DIREITOS ASSEGURADOS POR LEI TRABALHISTA",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3566,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4338121,-,27/11/2012,09/09/2014,Físico,Originária,1 - DIREITO PENAL || CRIMES CONTRA A FÉ PÚBLICA || FALSIFICAÇÃO DE DOCUMENTO PÚBLICO,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3567,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4337812,-,27/11/2012,20/02/2015,Físico,Originária,1 - DIREITO PENAL || CRIMES CONTRA A HONRA || CALÚNIA,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3568,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4337809,-,27/11/2012,20/02/2015,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES CONTRA O MEIO AMBIENTE E O PATRIMÔNIO GENÉTICO,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3569,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4343182,-,06/12/2012,12/08/2014,Físico,Originária,"1 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL || PECULATO2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO || LICITAÇÕES",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3571,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4346855,-,13/12/2012,26/08/2015,Físico,Originária,"1 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL || PECULATO2 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DA LEI DE LICITAÇÕES",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3572,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4347222,-,13/12/2012,18/08/2014,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DA LEI DE LICITAÇÕES,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3573,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4347177,-,13/12/2012,12/09/2014,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DA LEI DE LICITAÇÕES,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3576,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4351283,-,27/12/2012,19/11/2014,Físico,Originária,1 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL || PECULATO,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3577,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4351289,-,27/12/2012,27/03/2015,Físico,Originária,1 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL || PECULATO,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3578,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4351280,-,27/12/2012,05/03/2014,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES ELEITORAIS || USO DE SÍMBOLOS GOVERNAMENTAIS EM PROPAGANDA ELEITORAL,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3579,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4351335,-,27/12/2012,20/05/2014,Físico,Originária,1 - DIREITO PENAL || CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL || DESACATO,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3581,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4351466,-,28/12/2012,16/12/2015,Físico,Originária,0 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL || PECULATO,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3582,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4351771,-,28/12/2012,11/02/2015,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DA LEI DE LICITAÇÕES,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3583,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4351417,-,28/12/2012,10/10/2013,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES ELEITORAIS,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3584,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4351437,-,28/12/2012,09/12/2013,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES ELEITORAIS,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3585,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4351443,-,28/12/2012,05/03/2015,Físico,Originária,"1 - DIREITO PENAL || CRIMES CONTRA AS FINANÇAS PÚBLICAS2 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DA LEI DE LICITAÇÕES",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3586,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4351419,-,28/12/2012,24/06/2014,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES ELEITORAIS || ALICIAMENTO DE ELEITORES,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3587,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4351354,-,28/12/2012,07/10/2015,Físico,Originária,"1 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL || PECULATO2 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DA LEI DE LICITAÇÕES",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3588,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4351358,-,28/12/2012,08/06/2015,Físico,Originária,"1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DA LEI DE LICITAÇÕES2 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL || PECULATO",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3589,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4351461,-,02/01/2013,10/06/2015,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES CONTRA O MEIO AMBIENTE E O PATRIMÔNIO GENÉTICO,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3590,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4352153,-,08/01/2013,24/09/2014,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3592,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4356416,-,25/01/2013,10/02/2015,Físico,Originária,1 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL || PECULATO,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3593,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4356431,-,25/01/2013,19/11/2014,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES ELEITORAIS,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3594,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4356609,-,25/01/2013,25/06/2018,Físico,Originária,"1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DA LEI DE LICITAÇÕES2 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL || PECULATO",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3595,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4356591,-,25/01/2013,25/05/2018,Físico,Originária,"1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL2 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL || EMPREGO IRREGULAR DE VERBAS OU RENDAS PÚBLICAS 3 - DIREITO PENAL || CRIMES CONTRA A PAZ PÚBLICA || QUADRILHA OU BANDO",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3596,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4356648,-,25/01/2013,20/02/2015,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES ELEITORAIS,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3597,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4357088,-,29/01/2013,09/09/2016,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES ELEITORAIS,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3598,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4357081,-,29/01/2013,16/05/2018,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES ELEITORAIS,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3599,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4357116,-,29/01/2013,05/03/2015,Físico,Originária,1 - DIREITO PENAL || CRIMES CONTRA A FÉ PÚBLICA || USO DE DOCUMENTO FALSO,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3600,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4357089,-,29/01/2013,03/06/2015,Físico,Originária,"1 - DIREITO PENAL || CRIMES CONTRA A FÉ PÚBLICA || FALSIFICAÇÃO DE DOCUMENTO PARTICULAR 2 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL || PECULATO3 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DA LEI DE LICITAÇÕES",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3601,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4357102,-,29/01/2013,17/11/2015,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES ELEITORAIS,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3602,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4357537,-,30/01/2013,22/05/2013,Físico,Originária,"1 - DIREITO PENAL || CRIMES CONTRA O PATRIMÔNIO || ESTELIONATO2 - DIREITO PENAL || CRIMES CONTRA A PAZ PÚBLICA || QUADRILHA OU BANDO",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3603,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4357727,-,31/01/2013,11/03/2014,Físico,Originária,1 - DIREITO PENAL || CRIMES CONTRA O PATRIMÔNIO || ESTELIONATO,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3604,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4358317,-,04/02/2013,28/05/2015,Físico,Originária,1 - DIREITO PENAL || CRIMES CONTRA A HONRA || CALÚNIA,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3605,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4358436,-,04/02/2013,17/11/2015,Físico,Originária,"1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DA LEI DE LICITAÇÕES2 - DIREITO PENAL || CRIMES CONTRA A PAZ PÚBLICA || QUADRILHA OU BANDO",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3607,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4362813,-,13/02/2013,27/11/2017,Físico,Originária,"1 - DIREITO PENAL || CRIMES CONTRA AS FINANÇAS PÚBLICAS2 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DA LEI DE LICITAÇÕES",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3608,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4362814,-,13/02/2013,17/04/2013,Físico,Originária,"1 - DIREITO PENAL || CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA2 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES ELEITORAIS || CALÚNIA",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3609,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4362790,-,13/02/2013,04/09/2014,Físico,Originária,1 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL || CONCUSSÃO,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3610,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4362802,-,13/02/2013,06/04/2015,Físico,Originária,"1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DE ""LAVAGEM"" OU OCULTAÇÃO DE BENS, DIREITOS OU VALORES2 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DE RESPONSABILIDADE",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3611,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4362801,-,13/02/2013,25/05/2018,Físico,Originária,"1 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL || PECULATO2 - DIREITO PENAL || CRIMES CONTRA A FÉ PÚBLICA || FALSIDADE IDEOLÓGICA 3 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL || CORRUPÇÃO PASSIVA",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3612,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4362807,-,13/02/2013,18/11/2013,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES ELEITORAIS || CAPTAÇÃO ILÍCITA DE VOTOS OU CORRUPÇÃO ELEITORAL,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3613,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4362792,-,13/02/2013,15/08/2017,Físico,Originária,"1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DA LEI DE LICITAÇÕES2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO || ATOS ADMINISTRATIVOS || IMPROBIDADE ADMINISTRATIVA",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3614,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4362798,-,13/02/2013,12/09/2018,Físico,Originária,"1 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL2 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DE ""LAVAGEM"" OU OCULTAÇÃO DE BENS, DIREITOS OU VALORES",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3615,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4362805,-,13/02/2013,03/12/2013,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES ELEITORAIS,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3618,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4364209,-,15/02/2013,04/04/2014,Físico,Originária,"1 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL || CORRUPÇÃO PASSIVA 2 - DIREITO PROCESSUAL PENAL || JURISDIÇÃO E COMPETÊNCIA",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3619,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4364802,-,18/02/2013,09/02/2015,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES ELEITORAIS || CAPTAÇÃO ILÍCITA DE VOTOS OU CORRUPÇÃO ELEITORAL,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3621,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4368969,-,26/02/2013,05/06/2019,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DA LEI DE LICITAÇÕES,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3627,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4373758,-,06/03/2013,27/02/2015,Físico,Originária,"1 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL || CORRUPÇÃO PASSIVA 2 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DA LEI DE LICITAÇÕES",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3629,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4375297,-,07/03/2013,14/12/2017,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DA LEI DE LICITAÇÕES,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3630,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4375332,-,07/03/2013,02/04/2018,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DA LEI DE LICITAÇÕES,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3631,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4375349,-,07/03/2013,16/05/2018,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DA LEI DE LICITAÇÕES,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3632,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4375355,-,07/03/2013,07/05/2018,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DA LEI DE LICITAÇÕES,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3633,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4375777,-,08/03/2013,01/10/2015,Físico,Originária,"1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES ELEITORAIS2 - DIREITO PROCESSUAL PENAL || JURISDIÇÃO E COMPETÊNCIA || COMPETÊNCIA POR PRERROGATIVA DE FUNÇÃO",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3634,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4377647,-,12/03/2013,24/08/2015,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES DA LEI DE LICITAÇÕES,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3635,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4379839,-,15/03/2013,03/09/2014,Físico,Originária,"1 - DIREITO PENAL || CRIMES CONTRA O PATRIMÔNIO || ESTELIONATO2 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL || PECULATO3 - DIREITO PENAL || CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL || CORRUPÇÃO ATIVA",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3636,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4381801,-,20/03/2013,07/07/2014,Físico,Originária,"1 - DIREITO PENAL2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO || ATOS ADMINISTRATIVOS || IMPROBIDADE ADMINISTRATIVA",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3637,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4382878,-,21/03/2013,12/09/2013,Físico,Originária,1 - DIREITO PENAL || CRIMES CONTRA A FÉ PÚBLICA || USO DE DOCUMENTO FALSO,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3638,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4383586,-,22/03/2013,16/05/2013,Físico,Originária,"1 - DIREITO PENAL || CRIMES CONTRA A HONRA || INJÚRIA2 - DIREITO PENAL || CRIMES CONTRA A LIBERDADE PESSOAL || AMEAÇA",Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3639,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4385015,-,26/03/2013,10/02/2015,Físico,Originária,1 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL || PECULATO,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3640,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4385011,-,26/03/2013,20/02/2015,Físico,Originária,1 - DIREITO PENAL || CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL || PECULATO,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3641,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4386932,-,02/04/2013,24/02/2015,Físico,Originária,1 - DIREITO TRIBUTÁRIO || IMPOSTOS || ITCD - IMPOSTO DE TRANSMISSÃO CAUSA MORTIS,Não,Não,DIREITO TRIBUTÁRIO,Não,1
recebido,Inq,3642,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4389285,-,08/04/2013,13/06/2014,Físico,Originária,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO || AGENTES POLÍTICOS || PREFEITO,Não,Não,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Não,1
recebido,Inq,3644,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4390582,-,10/04/2013,06/11/2014,Físico,Originária,1 - DIREITO AMBIENTAL,Não,Não,DIREITO AMBIENTAL,Não,1
recebido,Inq,3646,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4391837,-,12/04/2013,08/05/2017,Físico,Originária,1 - DIREITO PROCESSUAL PENAL || INVESTIGAÇÃO PENAL,Não,Não,DIREITO PROCESSUAL PENAL,Não,1
recebido,Inq,3647,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4392040,-,12/04/2013,11/10/2013,Físico,Originária,1 - DIREITO PROCESSUAL PENAL || INVESTIGAÇÃO PENAL,Não,Não,DIREITO PROCESSUAL PENAL,Não,1
recebido,Inq,3648,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4394629,-,18/04/2013,24/02/2015,Físico,Originária,1 - DIREITO PENAL || CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE || CRIMES ELEITORAIS,Não,Não,DIREITO PENAL,Não,1
recebido,Inq,3649,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4394779,-,18/04/2013,28/05/2013,Físico,Originária,1 - DIREITO PROCESSUAL PENAL || JURISDIÇÃO E COMPETÊNCIA,Não,Não,DIREITO PROCESSUAL PENAL,Não,1
recebido,Inq,3651,https://portal.stf.jus.br/processos/detalhe.asp?incidente=4397610,-,24/04/2013,05/03/2015,Físico,Originária,"1 - DIREITO PENAL || CRIMES CONTRA A ORGANIZAÇÃO DO TRABALHO || INVASÃO DE ESTABELECIMENTO INDUSTRIAL, COMERCIAL OU AGRÍCOLA. SABOTAGEM2 - DIREITO PROCESSUAL PENAL || JURISDIÇÃO E COMPETÊNCIA",Não,Não,DIREITO PENAL,Não,1
